p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.17868770627486e-71	0.26750010578897	1	1	1.26146018193314e-68	0	SCENIC-CG12605-activating-regulon
3.89482359981723e-71	0.664406884665191	1	0.999	2.25510286429418e-68	0	SCENIC-ATbp-activating-regulon
1.02340989207234e-70	0.660425089764877	1	0.998	5.92554327509887e-68	0	SCENIC-CG18011-activating-regulon
1.39104538544123e-70	1.09113018200233	1	0.962	8.05415278170473e-68	0	SCENIC-HHEX-activating-regulon
1.53453762696563e-70	-0.670712438710603	1	1	8.88497286013098e-68	0	SCENIC-lbe-activating-regulon
2.5608643157931e-70	0.220134816436173	1	1	1.48274043884421e-67	0	SCENIC-Eip75B-activating-regulon
2.56640200966161e-70	-0.722041464121586	1	1	1.48594676359407e-67	0	SCENIC-knrl-activating-regulon
2.76328209126007e-70	-1.01146548946516	1	1	1.59994033083958e-67	0	SCENIC-bowl-activating-regulon
3.35751567070917e-70	-0.848468623946878	1	1	1.94400157334061e-67	0	SCENIC-Dll-activating-regulon
4.21628620544032e-70	0.547130199608644	0.998	0.98	2.44122971294994e-67	0	SCENIC-CG1024-activating-regulon
4.62418461583062e-70	0.543865900047322	1	1	2.67740289256593e-67	0	SCENIC-slou-activating-regulon
7.97216674060813e-70	-1.26476383283535	1	1	4.61588454281211e-67	0	SCENIC-CG10348-activating-regulon
1.0263938194721e-69	-0.718218059773236	1	1	5.94282021474347e-67	0	SCENIC-klu-activating-regulon
1.44354046734908e-69	-0.893445244633387	1	1	8.35809930595118e-67	0	SCENIC-tx-activating-regulon
1.98047105118997e-69	-1.02439701106154	1	1	1.14669273863899e-66	0	SCENIC-ovo-activating-regulon
2.58554610137105e-69	0.437502783021869	1	1	1.49703119269384e-66	0	SCENIC-CG9650-activating-regulon
6.85853981678478e-69	0.497646930562559	1	1	3.97109455391839e-66	0	SCENIC-tio-activating-regulon
9.39367654210761e-69	-0.640199197032906	1	1	5.43893871788031e-66	0	SCENIC-E(spl)mbeta-HLH-activating-regulon
2.61926162553472e-68	-1.07903028437069	1	1	1.5165524811846e-65	0	SCENIC-CG4374-activating-regulon
2.13764362643709e-67	-0.199517025489119	1	1	1.23769565970708e-64	0	SCENIC-Blimp-1-activating-regulon
2.26841603322204e-66	-0.486423392290011	1	1	1.31341288323556e-63	0	SCENIC-bigmax-activating-regulon
3.05597933326202e-66	-0.470451235502531	1	1	1.76941203395871e-63	0	SCENIC-Dr-activating-regulon
1.14526749280994e-65	0.338435868089824	1	1	6.63109878336956e-63	0	SCENIC-Camta-activating-regulon
1.45644749074891e-65	0.377937907415625	1	0.998	8.43283097143622e-63	0	SCENIC-twi-activating-regulon
1.12807391922934e-64	-0.886025127783157	1	1	6.53154799233789e-62	0	SCENIC-H2.0-activating-regulon
3.08307350912535e-64	-0.551481085599537	1	1	1.78509956178358e-61	0	SCENIC-ci-activating-regulon
3.85650650587664e-63	-0.185152327341344	1	1	2.23291726690257e-60	0	SCENIC-CG18476-activating-regulon
2.35848040345658e-62	-0.576285769936481	1	1	1.36556015360136e-59	0	SCENIC-Dfd-activating-regulon
8.03568134925068e-62	0.353069103034302	1	1	4.65265950121614e-59	0	SCENIC-pho-activating-regulon
2.22934804498106e-61	0.445476783946234	1	1	1.29079251804403e-58	0	SCENIC-MTA1-like-activating-regulon
2.42675391616167e-61	0.651279461165567	1	0.999	1.40509051745761e-58	0	SCENIC-OdsH-activating-regulon
2.85545855767085e-61	-0.719936770927393	1	1	1.65331050489142e-58	0	SCENIC-CG14050-activating-regulon
3.1066792049006e-61	0.535113151045435	1	0.999	1.79876725963745e-58	0	SCENIC-Meics-activating-regulon
3.42862177217313e-61	0.245302987419378	1	1	1.98517200608824e-58	0	SCENIC-scrt-activating-regulon
3.84598020847749e-61	0.681834934384628	1	0.995	2.22682254070847e-58	0	SCENIC-CG6791-activating-regulon
4.26612119843632e-61	-0.354852516970752	1	1	2.47008417389463e-58	0	SCENIC-CG1647-activating-regulon
1.78921087954705e-60	0.188780070588571	1	1	1.03595309925774e-57	0	SCENIC-hang-activating-regulon
2.02871641800181e-60	0.493787785909709	1	1	1.17462680602305e-57	0	SCENIC-bsh-activating-regulon
4.73802259285955e-60	-0.826463807654624	0.994	0.998	2.74331508126568e-57	0	SCENIC-E(spl)m7-HLH-activating-regulon
5.40203272809882e-60	-0.325618597937627	1	1	3.12777694956922e-57	0	SCENIC-REPTOR-BP-activating-regulon
7.42803836477432e-60	0.559321574897211	1	0.999	4.30083421320433e-57	0	SCENIC-CG8924-activating-regulon
2.0216027282121e-59	-0.250185725082353	1	1	1.17050797963481e-56	0	SCENIC-Max-activating-regulon
2.70404573814031e-59	0.319359888630638	1	1	1.56564248238324e-56	0	SCENIC-fru-activating-regulon
4.572117867568e-59	0.368210612058523	1	1	2.64725624532187e-56	0	SCENIC-ara-activating-regulon
1.10616307443994e-58	0.265207354580028	1	1	6.40468420100724e-56	0	SCENIC-Mnt-activating-regulon
2.60110936229838e-58	0.545044585577382	1	1	1.50604232077076e-55	0	SCENIC-HLH4C-activating-regulon
8.73561208890823e-58	-0.662265087449604	1	1	5.05791939947786e-55	0	SCENIC-woc-activating-regulon
2.88566724849269e-57	0.323235308586976	1	1	1.67080133687727e-54	0	SCENIC-BuGZ-activating-regulon
2.99946358500586e-57	-0.719959580081264	1	1	1.73668941571839e-54	0	SCENIC-lz-activating-regulon
3.49421947835368e-57	0.649322268529471	1	0.972	2.02315307796678e-54	0	SCENIC-cad-activating-regulon
1.04430710436236e-56	-0.322059507978166	1	1	6.04653813425806e-54	0	SCENIC-Eip74EF-activating-regulon
1.86291258499471e-56	-0.519537724331706	1	1	1.07862638671193e-53	0	SCENIC-CG9876-activating-regulon
3.03735476352788e-56	0.182316798366545	1	1	1.75862840808264e-53	0	SCENIC-hb-activating-regulon
3.92327586237567e-56	-0.798231073580626	1	1	2.27157672431551e-53	0	SCENIC-Pbp95-activating-regulon
8.6524664177911e-55	0.460138484051566	1	1	5.00977805590105e-52	0	SCENIC-Hr38-activating-regulon
1.24073101752124e-54	0.315675054199041	1	1	7.18383259144798e-52	0	SCENIC-CG12769-activating-regulon
5.06894282957826e-54	-0.6775408101217	1	1	2.93491789832581e-51	0	SCENIC-so-activating-regulon
5.13420558194698e-54	-0.791743550645609	1	1	2.9727050319473e-51	0	SCENIC-wek-activating-regulon
3.98101585114893e-53	0.637444318402886	1	0.956	2.30500817781523e-50	0	SCENIC-ase-activating-regulon
8.35412421216277e-53	0.294827969296791	1	1	4.83703791884225e-50	0	SCENIC-ey-activating-regulon
8.71944972522453e-53	-0.882492334789106	1	1	5.04856139090501e-50	0	SCENIC-lab-activating-regulon
9.03023714566993e-53	-0.923154466243258	1	1	5.22850730734289e-50	0	SCENIC-Poxm-activating-regulon
9.21834901530429e-53	-0.115677471312544	1	1	5.33742407986119e-50	0	SCENIC-CG12054-activating-regulon
9.99301883724223e-53	0.383882954016108	1	1	5.78595790676325e-50	0	SCENIC-Oaz-activating-regulon
1.66717451498409e-51	-0.209582904436772	1	1	9.65294044175789e-49	0	SCENIC-CG4360-activating-regulon
2.24522748787449e-51	-0.297335050744947	1	1	1.29998671547933e-48	0	SCENIC-CG8301-activating-regulon
2.35472472522425e-51	0.531172387947604	1	0.999	1.36338561590484e-48	0	SCENIC-CG15436-activating-regulon
6.73900392625394e-51	0.551282407658897	1	0.996	3.90188327330103e-48	0	SCENIC-Plzf-activating-regulon
7.62671854162122e-51	0.502685662787616	1	1	4.41587003559869e-48	0	SCENIC-unc-4-activating-regulon
1.40534216240552e-50	0.124257606936751	1	1	8.13693112032799e-48	0	SCENIC-sd-activating-regulon
2.47131122048285e-50	0.311175898705202	1	1	1.43088919665957e-47	0	SCENIC-ftz-f1-activating-regulon
3.11145850445111e-50	0.240081986410859	1	1	1.80153447407719e-47	0	SCENIC-Vsx1-activating-regulon
5.68297520650512e-50	-0.257359585435575	1	1	3.29044264456646e-47	0	SCENIC-Kr-h1-activating-regulon
8.92429750861982e-50	-0.627827643578997	0.992	0.998	5.16716825749087e-47	0	SCENIC-CG3407-activating-regulon
2.42537669048861e-49	-0.513964112276067	1	1	1.40429310379291e-46	0	SCENIC-Su(H)-activating-regulon
1.35027251256835e-48	-1.21984355201662	1	1	7.81807784777076e-46	0	SCENIC-CG14655-activating-regulon
7.87946951085076e-48	0.259514928669133	1	1	4.56221284678259e-45	0	SCENIC-salr-activating-regulon
1.89130183150266e-47	0.381261155919852	1	0.999	1.09506376044004e-44	0	SCENIC-bi-activating-regulon
3.92956032855848e-47	0.212325691397735	1	1	2.27521543023536e-44	0	SCENIC-ab-activating-regulon
4.17181083351642e-47	-0.946899859744049	1	1	2.415478472606e-44	0	SCENIC-CG32121-activating-regulon
7.13363073319587e-47	-0.294036221615387	1	1	4.13037219452041e-44	0	SCENIC-Br140-activating-regulon
7.81663512037256e-47	-0.772295672143358	0.972	0.984	4.52583173469571e-44	0	SCENIC-ro-activating-regulon
4.11674682566709e-46	0.361223087385983	1	1	2.38359641206124e-43	0	SCENIC-Drgx-activating-regulon
7.91116888149455e-46	-0.246126854807311	1	1	4.58056678238534e-43	0	SCENIC-Med-activating-regulon
8.4794369739539e-46	0.404016161608888	1	1	4.90959400791931e-43	0	SCENIC-CG11970-activating-regulon
1.2851466268137e-45	0.304199046442213	1	1	7.44099896925132e-43	0	SCENIC-CG32006-activating-regulon
3.73354161895301e-45	-0.443167769833604	1	1	2.16172059737379e-42	0	SCENIC-slp1-activating-regulon
6.58996274743937e-45	-0.319437848932091	1	1	3.8155884307674e-42	0	SCENIC-Mitf-activating-regulon
7.15987991455678e-45	-0.11389652992579	1	1	4.14557047052837e-42	0	SCENIC-FoxK-activating-regulon
3.36298132009238e-44	0.484315109194178	1	0.994	1.94716618433349e-41	0	SCENIC-ind-activating-regulon
