p_val	avg_diff	p_val_adj	regulon	gene
0	-0.0148983504048839	0	SCENIC_ZNF333_activating_regulon	ZNF333
0	-0.0150023227747077	0	SCENIC_NFATC3_activating_regulon	NFATC3
0	-0.0150146100878439	0	SCENIC_ZNF33A_activating_regulon	ZNF33A
0	-0.0150809014724949	0	SCENIC_HKR1_activating_regulon	HKR1
0	-0.0150875072713116	0	SCENIC_SKI_activating_regulon	SKI
0	-0.0151670570820996	0	SCENIC_ZNF736_activating_regulon	ZNF736
0	-0.0152122317611462	0	SCENIC_HIVEP1_activating_regulon	HIVEP1
0	-0.0152901393923451	0	SCENIC_ZNF397_activating_regulon	ZNF397
0	-0.0153066057728173	0	SCENIC_ZNF606_activating_regulon	ZNF606
0	-0.0153627691894716	0	SCENIC_ZBTB1_activating_regulon	ZBTB1
0	-0.0153901050456399	0	SCENIC_ZNF644_activating_regulon	ZNF644
0	-0.0154992174317913	0	SCENIC_ZNF337_activating_regulon	ZNF337
0	-0.0155273176128561	0	SCENIC_MYEF2_activating_regulon	MYEF2
0	-0.0155330307241852	0	SCENIC_BRF1_activating_regulon	BRF1
0	-0.0156081229173911	0	SCENIC_PPARG_activating_regulon	PPARG
0	-0.0157024032159999	0	SCENIC_BACH1_activating_regulon	BACH1
0	-0.0158000546975765	0	SCENIC_NFIC_activating_regulon	NFIC
0	-0.0158010903094893	0	SCENIC_GLI3_activating_regulon	GLI3
0	-0.0158253439272483	0	SCENIC_TBX18_activating_regulon	TBX18
0	-0.0158439911341557	0	SCENIC_ZSCAN20_activating_regulon	ZSCAN20
0	-0.015960607331649	0	SCENIC_ZNF138_activating_regulon	ZNF138
0	-0.0160788062282543	0	SCENIC_MEF2A_activating_regulon	MEF2A
0	-0.016378993797157	0	SCENIC_NCOA3_activating_regulon	NCOA3
0	-0.0164798499174285	0	SCENIC_FANK1_activating_regulon	FANK1
0	-0.0164986333855631	0	SCENIC_PAX2_activating_regulon	PAX2
0	-0.0165303829592764	0	SCENIC_NR1H2_activating_regulon	NR1H2
0	-0.0166296185218531	0	SCENIC_ZNF717_activating_regulon	ZNF717
0	-0.0166802566062186	0	SCENIC_TCF7L1_activating_regulon	TCF7L1
